city,date,variant,rna,rna_norm,flow,proportion,new_cases
Altenrhein (SG),2021-10-02,B.1.617.2 (Delta),1137152566842.0264,54.558743304866425,18395.27261352539,0.9872151956250224,3.1422265468750004
Altenrhein (SG),2021-10-03,B.1.617.2 (Delta),791621924330.1333,37.98074121573178,17161.97229003906,0.98703497043134,0
Altenrhein (SG),2021-10-04,B.1.617.2 (Delta),1102556251618.5466,52.89886798416613,21384.97131347656,0.9866194389693212,9.003483546875001
Altenrhein (SG),2021-10-05,B.1.617.2 (Delta),522101411753.9318,25.049582381102176,24720.37072753906,0.98608425435876,9.032397875000001
Altenrhein (SG),2021-10-06,B.1.617.2 (Delta),1111614484309.0806,53.333467356817636,24734.46975708008,0.9856638989568466,8.9042090625
Altenrhein (SG),2021-10-07,B.1.617.2 (Delta),1005020852143.6951,48.21927706712317,22079.36877441406,0.9855853839237416,15.526702328125001
Altenrhein (SG),2021-10-08,B.1.617.2 (Delta),757807688274.4835,36.358388790204835,21574.56884765625,0.985960685370182,7.039810374999999
Altenrhein (SG),2021-10-09,B.1.617.2 (Delta),812416773716.3846,38.97844449918702,16993.86917114258,0.9867101469399082,0
Altenrhein (SG),2021-10-10,B.1.617.2 (Delta),1134184012683.1553,54.416316871454576,16333.27029418945,0.9875799466982514,0.056473125000000006
Altenrhein (SG),2021-10-11,B.1.617.2 (Delta),705255158587.2379,33.83700330435901,17052.67349243164,0.9882929060350882,6.164047312499999
Altenrhein (SG),2021-10-12,B.1.617.2 (Delta),977287675581.7239,46.8886840533158,30601.67337036133,0.9887396732569868,11.960093953125
Altenrhein (SG),2021-10-13,B.1.617.2 (Delta),1423754816860.492,68.30945630970007,30674.177734375,0.9889392493931116,7.409779796875
Altenrhein (SG),2021-10-14,B.1.617.2 (Delta),1420179498645.8945,68.13791831700561,26229.27401733398,0.9889427162051112,17.916764671875
Altenrhein (SG),2021-10-15,B.1.617.2 (Delta),1942175623370.8396,93.18244919652804,20186.0739440918,0.9888092977645296,10.7504825
Altenrhein (SG),2021-10-16,B.1.617.2 (Delta),1368132459566.8167,65.6407854540164,19381.18214416504,0.9885613462581776,4.48419909375
Altenrhein (SG),2021-10-17,B.1.617.2 (Delta),1869135702320.3616,89.67811176653186,16131.27906799316,0.9882219152326692,0
Altenrhein (SG),2021-10-18,B.1.617.2 (Delta),1326507899216.4924,63.643706284914245,16991.87301635742,0.9879023797441372,17.319612109374997
Altenrhein (SG),2021-10-19,B.1.617.2 (Delta),2242518210213.7847,107.59240136731727,17849.07327270508,0.9877458041277232,35.73165628125
Altenrhein (SG),2021-10-20,B.1.617.2 (Delta),3264761630655.8516,156.63798944163526,17942.37414550781,0.98775922822273,13.829615828125
Altenrhein (SG),2021-10-21,B.1.617.2 (Delta),4198722692925.507,201.44793257408503,32747.87649536133,0.987766591746771,20.574070468749998
Altenrhein (SG),2021-10-22,B.1.617.2 (Delta),7241833939110.466,347.4514946025583,34699.373046875,0.9875535513594602,25.566704734375
Altenrhein (SG),2021-10-23,B.1.617.2 (Delta),6535477732410.971,313.5616647883055,29270.87191772461,0.9870533308305676,13.608288421874999
Altenrhein (SG),2021-10-24,B.1.617.2 (Delta),4935024304069.075,236.77449452249786,16991.37170410156,0.9863188088107836,6.953940875000001
Altenrhein (SG),2021-10-25,B.1.617.2 (Delta),5079809593832.625,243.72105885244287,18146.38484191895,0.9854048795035012,16.517659125
Altenrhein (SG),2021-10-26,B.1.617.2 (Delta),3523981921921.149,169.07496029580275,18427.58192443848,0.9842762864527834,38.967925375
Altenrhein (SG),2021-10-27,B.1.617.2 (Delta),2890832862409.4214,138.69749115149156,16910.78193664551,0.9827438550876184,18.4491096875
Altenrhein (SG),2021-10-28,B.1.617.2 (Delta),1717412087204.7366,82.39865779373025,15758.08647155762,0.9806673557244728,11.95201453125
Altenrhein (SG),2021-10-29,B.1.617.2 (Delta),1892223822538.6594,90.78584248016881,15289.98225402832,0.978265838762994,21.468455359375
Altenrhein (SG),2021-10-30,B.1.617.2 (Delta),1853719140961.795,88.93845005505054,15369.98243713379,0.9763596125186752,12.225852265624999
Altenrhein (SG),2021-10-31,B.1.617.2 (Delta),1992953558883.7837,95.61869252040793,13429.8801574707,0.9759157942194756,25.147681937499996
Altenrhein (SG),2021-11-01,B.1.617.2 (Delta),1109103853874.8667,53.21301136402675,36467.28630065918,0.976912586208038,13.56395478125
Altenrhein (SG),2021-11-02,B.1.617.2 (Delta),989214484447.4227,47.46091307721622,33429.78547668457,0.9784191991052414,47.54891578125
Altenrhein (SG),2021-11-03,B.1.617.2 (Delta),869325115019.9788,41.70881479040569,30392.28465270996,0.9797026356602018,33.4722045625
Altenrhein (SG),2021-11-04,B.1.617.2 (Delta),2980432540554.63,142.99633897777642,31737.8822479248,0.9806261359259004,28.38650421875
Altenrhein (SG),2021-11-05,B.1.617.2 (Delta),4023144308719.2163,193.0239653131247,25819.48077392578,0.98142114454415,36.543333484375005
Altenrhein (SG),2021-11-06,B.1.617.2 (Delta),2171944318127.3748,104.20638002361952,17119.88079833984,0.982392889367857,12.513035312500001
Altenrhein (SG),2021-11-07,B.1.617.2 (Delta),3010708891078.458,144.44894937026314,19470.081260681152,0.983658466745406,12.299799531249999
Altenrhein (SG),2021-11-08,B.1.617.2 (Delta),3849473464029.541,184.69151871690678,21820.28172302246,0.985072217284244,29.807588046875
Altenrhein (SG),2021-11-09,B.1.617.2 (Delta),3823232131983.211,183.43250199317072,21958.6824798584,0.9864851336674272,63.02852465625
Altenrhein (SG),2021-11-10,B.1.617.2 (Delta),3419896947495.781,164.08113135221816,20655.8832244873,0.987858276944441,27.0597670625
Altenrhein (SG),2021-11-11,B.1.617.2 (Delta),4782838496539.126,229.47286530424032,19245.88310241699,0.9891819783489988,54.20450721875
Altenrhein (SG),2021-11-12,B.1.617.2 (Delta),2723669272271.869,130.67725211746088,18285.78321838379,0.9904293012996228,57.521250734375
Altenrhein (SG),2021-11-13,B.1.617.2 (Delta),6513090055320.5625,312.487540204513,29903.08366394043,0.9915273714454113,34.49881834375
Altenrhein (SG),2021-11-14,B.1.617.2 (Delta),6492068892645.465,311.4789787750247,20342.0824432373,0.9923900813857038,27.428212703125
Altenrhein (SG),2021-11-15,B.1.617.2 (Delta),4824669500248.24,231.4798492922275,19040.98085021973,0.9929891410668564,102.41353818750002
Altenrhein (SG),2021-11-16,B.1.617.2 (Delta),3859002713433.1377,185.1487167106137,16953.77972412109,0.9933597067334956,75.425102921875
Altenrhein (SG),2021-11-17,B.1.617.2 (Delta),7628243185157.074,365.9907860577325,17880.87979125977,0.9935553145349634,31.00140909375
Altenrhein (SG),2021-11-18,B.1.617.2 (Delta),5996412902380.14,287.69820499943154,15443.38006591797,0.9935943839277496,57.47959565625
Altenrhein (SG),2021-11-19,B.1.617.2 (Delta),7092280101434.586,340.2761430464557,15517.37969970703,0.9934562215544444,91.873618890625
Altenrhein (SG),2021-11-20,B.1.617.2 (Delta),7499587006766.855,359.81807043798915,14329.18046569824,0.9800726681190484,39.609628671875
Altenrhein (SG),2021-11-21,B.1.617.2 (Delta),7019783318591.686,336.7978645103233,14256.98147583008,0.9822611384099724,15.890358640624997
Altenrhein (SG),2021-11-22,B.1.617.2 (Delta),5986238846171.711,287.2100702167907,15007.88377380371,0.9836236494176056,58.42699553125
Altenrhein (SG),2021-11-23,B.1.617.2 (Delta),5149977628974.889,247.08760783554465,14534.78115844727,0.9844986845673966,116.71181153125002
Altenrhein (SG),2021-11-24,B.1.617.2 (Delta),5790024429987.579,277.79601947509155,14882.18161010742,0.9851685575895528,33.261678406250006
Altenrhein (SG),2021-11-25,B.1.617.2 (Delta),8766510909766.65,420.6030328309622,21210.78657531738,0.985878058029605,64.8850966875
Altenrhein (SG),2021-11-26,B.1.617.2 (Delta),7167929664625.582,343.90568689097677,17910.2865447998,0.986796021944642,102.69882009375002
Altenrhein (SG),2021-11-27,B.1.617.2 (Delta),10711103408728.238,513.9014398143346,17916.0912322998,0.987977142718478,34.71345315625
Altenrhein (SG),2021-11-28,B.1.617.2 (Delta),9546596289758.584,458.03026928442534,17683.39442443848,0.989360634559542,21.549749515625
Altenrhein (SG),2021-11-29,B.1.617.2 (Delta),11283455781489.328,541.3619821337555,19904.59443664551,0.9907916981738464,80.820985703125
Altenrhein (SG),2021-11-30,B.1.617.2 (Delta),12125702028769.598,581.7715965907353,27111,0.9920618002813568,105.46165125
Chur (GR),2021-03-06,B.1.1.7 (Alpha),386606820422.6059,32.42822078542536,12519,0.926467231695006,5.454537527272727
Chur (GR),2021-03-07,B.1.1.7 (Alpha),18546909090.909092,1.5556974970844173,12751,0.9444576632384082,7.272680345454546
Chur (GR),2021-03-08,B.1.1.7 (Alpha),650721859981.1005,54.58194483559064,18386,0.9497912123877078,27.27207838181818
Chur (GR),2021-03-09,B.1.1.7 (Alpha),1576375177931.6743,132.22488484490137,13072,0.9465378882452512,16.363274763636365
Chur (GR),2021-03-10,B.1.1.7 (Alpha),834559891177.0096,70.00210803359684,12779,0.9356850210717568,9.090608109090908
Chur (GR),2021-03-11,B.1.1.7 (Alpha),311202350094.2836,26.103363895052944,15246,0.917627450737548,10.908798563636365
Chur (GR),2021-03-12,B.1.1.7 (Alpha),125068763080.37852,10.490651608518338,16027,0.8948392249947479,7.361899181818181
Chur (GR),2021-03-13,B.1.1.7 (Alpha),2615112071362.678,219.35317006585663,14086,0.8744689904274605,0
Chur (GR),2021-03-14,B.1.1.7 (Alpha),3496263627180.8843,293.263343627355,25611,0.8645992483620482,0
Chur (GR),2021-03-15,B.1.1.7 (Alpha),1537215822044.466,128.9402344677111,39790,0.8689628825834251,0
Chur (GR),2021-03-16,B.1.1.7 (Alpha),739592951917.4205,62.03636943059013,30677,0.8871065340907813,0
Chur (GR),2021-03-17,B.1.1.7 (Alpha),737203580743.5941,61.83595119720646,23647,0.911123361454359,0
Chur (GR),2021-03-18,B.1.1.7 (Alpha),765294599079.8375,64.19219970751305,14407,0.931002407121512,14.545446618181819
Chur (GR),2021-03-19,B.1.1.7 (Alpha),1030528906242.6915,86.43980688408689,13477,0.9446960455365886,18.18170118181818
Chur (GR),2021-03-20,B.1.1.7 (Alpha),642794157446.3173,53.91697651496426,12025,0.9538243351210226,0
Chur (GR),2021-03-21,B.1.1.7 (Alpha),327783398546.971,27.49416682887036,12159,0.9596862629685712,0
Chur (GR),2021-03-22,B.1.1.7 (Alpha),854183254915.113,71.64809754603307,13984,0.9631575983509946,10.909012909090908
Chur (GR),2021-03-23,B.1.1.7 (Alpha),707611789479.92,59.35381924856241,13237,0.9651999472718804,13.074506927272727
Chur (GR),2021-03-24,B.1.1.7 (Alpha),1915165447938.5254,160.64229782206164,12822,0.9667903584214518,0
Chur (GR),2021-03-25,B.1.1.7 (Alpha),1284266206897.8298,107.72305584008889,13189,0.9688762835868516,16.363408327272726
Chur (GR),2021-03-26,B.1.1.7 (Alpha),690759299849.2266,57.94024808101074,14879,0.9720832195753716,9.090694745454545
Chur (GR),2021-03-27,B.1.1.7 (Alpha),1780378243828.1526,149.33647241224747,18359,0.9759797542615462,0
Chur (GR),2021-03-28,B.1.1.7 (Alpha),1041166766722.8398,87.332100734355,13237,0.9792127122476486,9.348871054545453
Chur (GR),2021-03-29,B.1.1.7 (Alpha),355353688441.08923,29.806737121415484,13480,0.9807562591049148,23.63611356363636
Chur (GR),2021-03-30,B.1.1.7 (Alpha),1553815440851.2593,130.33259506557167,13676,0.980557909752366,18.181503509090906
Chur (GR),2021-03-31,B.1.1.7 (Alpha),1298629260791.3118,108.92781545167995,14009,0.9791193247010496,25.712454727272725
Chur (GR),2021-04-01,B.1.1.7 (Alpha),1315387347247.302,110.33346816867564,13915,0.9773309747527056,31.166858690909095
Chur (GR),2021-04-02,B.1.1.7 (Alpha),1416382891067.737,118.80488051927281,12804,0.976804503093768,10.908063672727273
Chur (GR),2021-04-03,B.1.1.7 (Alpha),1827115193388.6409,153.2567243041517,12615,0.9810826131196466,14.545346290909093
Chur (GR),2021-04-04,B.1.1.7 (Alpha),1354664101732.1062,113.62796583112221,12266,0.9853607231455253,0
Chur (GR),2021-04-05,B.1.1.7 (Alpha),1981461449250.4817,166.20314479673456,14322,0.9918404221984392,12.727159672727275
Chur (GR),2021-04-06,B.1.1.7 (Alpha),2367119895409.0117,198.55181683030642,14476,0.9966053746507232,34.54519189090909
Chur (GR),2021-04-07,B.1.1.7 (Alpha),1778133552676.5493,149.14818980466256,13543,0.9991566330999194,21.81784510909091
Chur (GR),2021-04-08,B.1.1.7 (Alpha),1189147209944.0872,99.7445627790187,12610,0.9999999389861428,33.2426344
Chur (GR),2021-04-09,B.1.1.7 (Alpha),1152779608383.576,96.69408216010078,12874,0.9999999873029392,16.621476381818184
Chur (GR),2021-04-10,B.1.1.7 (Alpha),1604693856884.687,134.60022931615524,12379,0.9999999990103492,18.697942763636366
Chur (GR),2021-04-11,B.1.1.7 (Alpha),2268132606372.256,190.2488550244962,13620,0.999999998485268,21.81804249090909
Chur (GR),2021-04-12,B.1.1.7 (Alpha),1006049886306.1918,84.38652944256654,18512,0.9999999596801168,18.43996710909091
Chur (GR),2021-04-13,B.1.1.7 (Alpha),1924771574858.8044,161.44805082021907,15146,0.9999999991904496,14.803508909090908
Chur (GR),2021-04-14,B.1.1.7 (Alpha),1629866248077.9053,136.71166609427124,13746,0.9995983865776004,0
Chur (GR),2021-04-15,B.1.1.7 (Alpha),2194372646825.587,184.06193817008375,13348,0.9862265482406471,54.5444772909091
Chur (GR),2021-04-16,B.1.1.7 (Alpha),832845404904.5323,69.85829851850163,12320,0.9848026982953528,30.908994981818182
Chur (GR),2021-04-17,B.1.1.7 (Alpha),1758972809026.214,147.54100443523012,12627,0.983849616229148,14.545393927272729
Chur (GR),2021-04-18,B.1.1.7 (Alpha),2028876214585.931,170.1802512458819,12227,0.983558754535496,0
Chur (GR),2021-04-19,B.1.1.7 (Alpha),1050833912455.5841,88.14297193379124,12894,0.984039698524916,29.089445236363634
Chur (GR),2021-04-20,B.1.1.7 (Alpha),732047818033.371,61.403490612828726,12761,0.9851718574666564,19.997836563636366
Chur (GR),2021-04-21,B.1.1.7 (Alpha),1541311301657.2473,129.28375949130046,12811,0.9866087276638844,23.725535545454544
Chur (GR),2021-04-22,B.1.1.7 (Alpha),460714047319.0006,38.6442661023832,12786,0.987959071883687,30.907801690909096
Chur (GR),2021-04-23,B.1.1.7 (Alpha),1349413860666.7112,113.18758049012065,13058,0.9891728996639598,18.17980270909091
Chur (GR),2021-04-24,B.1.1.7 (Alpha),51264516095.71803,4.300019964967826,12334,0.9902919222154444,0
Chur (GR),2021-04-25,B.1.1.7 (Alpha),652240870788.3795,54.70935805033954,12215,0.9913196134914908,21.81818181818182
Chur (GR),2021-04-26,B.1.1.7 (Alpha),1321561944008.959,110.85138760638527,13217,0.992222356527664,25.454431436363635
Chur (GR),2021-04-27,B.1.1.7 (Alpha),1659506949254.8657,139.19790056098495,13448,0.9930110371117388,18.18181818181818
Chur (GR),2021-04-28,B.1.1.7 (Alpha),421799505506.7578,35.380150502271334,13086,0.9937465693831444,0
Chur (GR),2021-04-29,B.1.1.7 (Alpha),1390530619921.0906,116.63641604254235,19395,0.9944556328719788,16.363335381818185
Chur (GR),2021-04-30,B.1.1.7 (Alpha),2184874235585.9062,183.26522026310417,20884,0.9951112324232672,18.18181818181818
Chur (GR),2021-05-01,B.1.1.7 (Alpha),1349844240876.1821,113.22368038209655,23337,0.9956879263082596,0
Chur (GR),2021-05-02,B.1.1.7 (Alpha),1243164322040.6277,104.27546793827817,28814,0.9961782619122164,0
Chur (GR),2021-05-03,B.1.1.7 (Alpha),2261607436564.258,189.7015298454814,15642,0.9965700469597252,0
Chur (GR),2021-05-04,B.1.1.7 (Alpha),922897171172.8782,77.41175697915503,13358,0.9968123797876064,0
Chur (GR),2021-05-05,B.1.1.7 (Alpha),937198924315.1765,78.6113747407096,16296,0.9967767957471048,32.72546258181818
Chur (GR),2021-05-06,B.1.1.7 (Alpha),1176156265942.185,98.6548944698971,15518,0.996429602193176,12.727033072727274
Chur (GR),2021-05-07,B.1.1.7 (Alpha),581262526179.1726,48.75576047165393,17732,0.9958165495987866,7.272587945454545
Chur (GR),2021-05-08,B.1.1.7 (Alpha),506347513235.23224,42.471958811782734,13377,0.9950463426619084,0
Chur (GR),2021-05-09,B.1.1.7 (Alpha),822297799072.0468,68.97357514419697,12885,0.9947565406143358,12.7272648
Chur (GR),2021-05-10,B.1.1.7 (Alpha),367828883997.7383,30.853144930284856,13825,0.9950690921314794,0
Chur (GR),2021-05-11,B.1.1.7 (Alpha),614180373833.5911,51.516878939123316,29386,0.9958882948419278,18.181678854545453
Chur (GR),2021-05-12,B.1.1.7 (Alpha),566785388635.4155,47.5414316295069,20734,0.9969674372949808,0
Chur (GR),2021-05-13,B.1.1.7 (Alpha),671435771317.1007,56.31940846698566,14860,0.9980538488111425,0
Chur (GR),2021-05-14,B.1.1.7 (Alpha),889240766833.0228,74.58868906332432,13165,0.9989343689262774,5.5438176909090915
Chur (GR),2021-05-15,B.1.1.7 (Alpha),265475253188.1133,22.267817505237815,14011,0.9994363822231278,0
Chur (GR),2021-05-16,B.1.1.7 (Alpha),268781635654.1192,22.54515379354099,20605,0.9993481603630427,0
Chur (GR),2021-05-17,B.1.1.7 (Alpha),410765819224.49005,34.454655151601166,18405,0.9988085951559402,10.909051909090909
Chur (GR),2021-05-18,B.1.1.7 (Alpha),587369974416.2129,49.26804755352642,14821,0.998337983880222,9.090781381818182
Chur (GR),2021-05-19,B.1.1.7 (Alpha),989078853243.5745,82.96301496211915,14731,0.9981867644337692,12.727019381818183
Chur (GR),2021-05-20,B.1.1.7 (Alpha),422789988019.3132,35.463231254871964,11892,0.9984354146749416,14.803316181818182
Chur (GR),2021-05-21,B.1.1.7 (Alpha),644972237451.1426,54.099671841465714,13484,0.9990212882422704,0
Chur (GR),2021-05-22,B.1.1.7 (Alpha),970918105876.6553,81.43970835154505,24296,0.9997224962791468,0
Chur (GR),2021-05-23,B.1.1.7 (Alpha),337303504126.5064,28.292704436914278,20524,0.9999997710322704,7.2724126
Chur (GR),2021-05-24,B.1.1.7 (Alpha),241470711356.2774,20.254338846157655,16023,0.9999999950299786,0
Chur (GR),2021-05-25,B.1.1.7 (Alpha),953344088096.6974,79.96561607341994,28039,0.9997077844070816,10.909038218181818
Chur (GR),2021-05-26,B.1.1.7 (Alpha),368336916824.74866,30.89575825164977,14359,0.9989146028350926,9.090842709090909
Chur (GR),2021-05-27,B.1.1.7 (Alpha),381546437982.8364,32.00376060948704,13522,0.998285176362428,10.908789927272727
Chur (GR),2021-05-28,B.1.1.7 (Alpha),394755959140.92426,33.11176296732432,12685,0.9976557498897634,0
Chur (GR),2021-05-29,B.1.1.7 (Alpha),203002274224.99194,17.027642092075666,12193,0.997649988666702,0
Chur (GR),2021-05-30,B.1.1.7 (Alpha),236104213999.61975,19.804202035493358,11953,0.9980044143314653,0
Chur (GR),2021-05-31,B.1.1.7 (Alpha),269206153774.2476,22.58076197891105,11713,0.9983323263829508,3.8943869272727274
Chur (GR),2021-06-01,B.1.1.7 (Alpha),107738583908.46814,9.037012286213125,12896,0.9981017118213958,0
Chur (GR),2021-06-02,B.1.1.7 (Alpha),51895668049.98248,4.352960404300136,12880,0.9968495628120418,0
Chur (GR),2021-06-03,B.1.1.7 (Alpha),69725251847.71584,5.848489322473697,13260,0.9943381473571632,0
Chur (GR),2021-06-04,B.1.1.7 (Alpha),13897326203.208557,1.1656948057773393,12994,0.9907380632972832,0
Chur (GR),2021-06-05,B.1.1.7 (Alpha),70553258767.05548,5.917941773319895,16491,0.9866976232738346,3.6363499454545454
Chur (GR),2021-06-06,B.1.1.7 (Alpha),262134505904.91333,21.987598728006994,15012,0.9832092223296368,0
Chur (GR),2021-06-07,B.1.1.7 (Alpha),37667379679.14439,3.1595047994976224,35219,0.9811680872299484,5.4543448
Chur (GR),2021-06-08,B.1.1.7 (Alpha),159579295790.59073,13.385363018229329,19594,0.9812961203888594,10.908116363636363
Chur (GR),2021-06-09,B.1.1.7 (Alpha),87984703950.78485,7.380075194580051,21904,0.9831919724824624,0
Chur (GR),2021-06-10,B.1.1.7 (Alpha),267591759378.61636,22.445348077420498,17023,0.9859618564748306,0
Chur (GR),2021-06-11,B.1.1.7 (Alpha),397017189853.1046,33.301432897878605,13835,0.9889245816215282,3.6352887636363636
Chur (GR),2021-06-12,B.1.1.7 (Alpha),333793905029.4093,27.99832252646431,12872,0.9917259783499665,5.4542444727272725
Chur (GR),2021-06-13,B.1.1.7 (Alpha),247475640450.87582,20.75802671764321,11404,0.9941929547985446,0
Chur (GR),2021-06-14,B.1.1.7 (Alpha),184028175669.69788,15.436112339747691,12131,0.9962205133381876,0
Chur (GR),2021-06-15,B.1.1.7 (Alpha),156925479253.6497,13.162763353562614,13239,0.9976353440535768,7.272649272727273
Chur (GR),2021-06-16,B.1.1.7 (Alpha),13834224598.930483,1.160401901857002,12935,0.998366463211387,12.726871418181819
Chur (GR),2021-06-17,B.1.1.7 (Alpha),15716577540.106955,1.318291917107742,14695,0.9983354626614478,0
Chur (GR),2021-06-18,B.1.1.7 (Alpha),15652406417.1123,1.312909302951467,14635,0.9982329762120051,0
Chur (GR),2021-06-19,B.1.1.7 (Alpha),15588235294.11765,1.3075266887951915,14575,0.9981304897625625,0
Chur (GR),2021-06-20,B.1.1.7 (Alpha),15524064171.122995,1.3021440746389163,14515,0.9980280033131197,0
Chur (GR),2021-06-21,B.1.1.7 (Alpha),15459893048.128344,1.2967614604826412,14455,0.997925516863677,0
Chur (GR),2021-06-22,B.1.1.7 (Alpha),15395721925.13369,1.2913788463263658,14395,0.9978230304142344,0
Chur (GR),2021-06-23,B.1.1.7 (Alpha),14963636363.636364,1.2551359110074458,13991,0.9976268321281384,0
Chur (GR),2021-06-24,B.1.1.7 (Alpha),15720855614.973263,1.3186507580514937,14699,0.9957722477621688,0
Chur (GR),2021-06-25,B.1.1.7 (Alpha),16478074866.310162,1.3821656050955413,15407,0.9916471953584912,0
Chur (GR),2021-06-26,B.1.1.7 (Alpha),14200000000,1.1910828025477707,13277,0.984042289456412,0
Chur (GR),2021-06-27,B.1.1.7 (Alpha),11921925133.68984,1,11147,0.9695155197305346,0
Chur (GR),2021-06-28,B.1.1.7 (Alpha),13243850267.37968,1.1108818516192698,12383,0.9365432013106032,0
Chur (GR),2021-07-02,B.1.617.2 (Delta),50793098018.740135,3.677808924922328,11166,0.9369914104386128,0
Chur (GR),2021-07-03,B.1.617.2 (Delta),13810695187.165777,1,12913,0.951360547930632,0
Chur (GR),2021-07-04,B.1.617.2 (Delta),15260962566.844921,1.1050104545806552,14269,0.9525446029712537,0
Chur (GR),2021-07-05,B.1.617.2 (Delta),283185800279.1364,20.504818652597578,12368,0.9459534283654032,0
Chur (GR),2021-07-06,B.1.617.2 (Delta),300179956028.861,21.735325554633704,13362,0.9346328419948144,0
Chur (GR),2021-07-07,B.1.617.2 (Delta),93977227663.8238,6.804670321821052,22282,0.9230922791898304,0
Chur (GR),2021-07-08,B.1.617.2 (Delta),104752941176.4706,7.584914427321304,97944,0.9183959771560336,0
Chur (GR),2021-07-09,B.1.617.2 (Delta),43718716577.54011,3.16556958104236,40877,0.925583149622764,0
Chur (GR),2021-07-10,B.1.617.2 (Delta),129760150566.97878,9.395627722459935,12556,0.940850653229746,0
Chur (GR),2021-07-11,B.1.617.2 (Delta),498985685343.0237,36.13038146021274,32714,0.9562293712012724,0
Chur (GR),2021-07-12,B.1.617.2 (Delta),88821648977.24474,6.431366978527361,13725,0.9675821443761224,0
Chur (GR),2021-07-13,B.1.617.2 (Delta),491878832050.7229,35.61579090586431,30404,0.974620052590842,0
Chur (GR),2021-07-14,B.1.617.2 (Delta),588607764377.7089,42.61970569915262,16280,0.9783665805546596,7.272688272727273
Chur (GR),2021-07-15,B.1.617.2 (Delta),648669688886.4043,46.968648579631996,22172.5,0.9799008196928398,7.272548945454546
Chur (GR),2021-07-16,B.1.617.2 (Delta),708731613395.0996,51.317591460111366,28065,0.980100812713395,0
Chur (GR),2021-07-17,B.1.617.2 (Delta),173346639148.47275,12.551622984885155,17932,0.97969000016688,5.454406127272727
Chur (GR),2021-07-18,B.1.617.2 (Delta),468038097236.6509,33.889539294994854,25395,0.9795520747549614,0
Chur (GR),2021-07-19,B.1.617.2 (Delta),397726606378.14,28.7984493892636,14764,0.9800419733483204,0
Chur (GR),2021-07-20,B.1.617.2 (Delta),675664290542.9889,48.92326428077864,12148,0.9805352706738532,9.090669436363635
Chur (GR),2021-07-21,B.1.617.2 (Delta),360588329668.415,26.10935400294029,12815,0.9804254885119766,0
Chur (GR),2021-07-22,B.1.617.2 (Delta),916165345430.3093,66.33738077730497,12421.5,0.9796103475436836,0
Chur (GR),2021-07-23,B.1.617.2 (Delta),1471742361192.2036,106.56540755166965,12028,0.9781938417144364,23.63626330909091
Chur (GR),2021-07-24,B.1.617.2 (Delta),1539385477575.7913,111.46328672913843,15787,0.976256350861459,0
Chur (GR),2021-07-25,B.1.617.2 (Delta),1607028593959.379,116.36116590660723,19546,0.9738678468804394,7.272493636363635
Chur (GR),2021-07-26,B.1.617.2 (Delta),2667693089856.857,193.161390770244,27495,0.971144288273986,12.726971745454545
Chur (GR),2021-07-27,B.1.617.2 (Delta),753182061588.8385,54.536144008794544,14726,0.968472289806832,3.894526254545455
Chur (GR),2021-07-28,B.1.617.2 (Delta),780190089454.6802,56.49173187021807,14914,0.96676752266043,0
Chur (GR),2021-07-29,B.1.617.2 (Delta),807198117320.5219,58.44731973164159,15102,0.966998899111769,0
Chur (GR),2021-07-30,B.1.617.2 (Delta),594249969210.4742,43.028244498706215,23470,0.9689599940509748,0
Chur (GR),2021-07-31,B.1.617.2 (Delta),1103189272518.3628,79.87934405673887,33277,0.9713195990079672,0
Chur (GR),2021-08-01,B.1.617.2 (Delta),911183016302.2462,65.97662202761559,25138,0.9729559684569392,7.272688272727273
Chur (GR),2021-08-02,B.1.617.2 (Delta),719176760086.1296,52.0738999984923,16999,0.973453630150598,10.908851254545455
Chur (GR),2021-08-03,B.1.617.2 (Delta),540036701308.769,39.102789105838994,17984,0.9729738800646672,0
Chur (GR),2021-08-04,B.1.617.2 (Delta),579212525928.6346,41.939418550551636,20557.5,0.972042302199416,0
Chur (GR),2021-08-05,B.1.617.2 (Delta),618388350548.5002,44.77604799526428,23131,0.9714113292491454,18.181796563636365
Chur (GR),2021-08-06,B.1.617.2 (Delta),1052762967590.7546,76.22809375802335,15093,0.9717462794982424,0
Chur (GR),2021-08-07,B.1.617.2 (Delta),2805385429281.7866,203.1313696568164,38313,0.9729784981858376,0
Chur (GR),2021-08-08,B.1.617.2 (Delta),2546308842611.5684,184.37224253402124,39090,0.9742841915229156,10.908951581818183
Chur (GR),2021-08-09,B.1.617.2 (Delta),900647656170.894,65.21378134591387,16470,0.9747145810241142,27.272167890909092
Chur (GR),2021-08-10,B.1.617.2 (Delta),586301619988.6871,42.452723200605774,14417,0.9736501927712724,36.36235443636363
Chur (GR),2021-08-11,B.1.617.2 (Delta),933553479249.2405,67.59641470595831,12950,0.971181461004119,14.545153563636363
Chur (GR),2021-08-12,B.1.617.2 (Delta),1147593938512.845,83.0945816239069,13529,0.968389031541286,27.2724382
Chur (GR),2021-08-13,B.1.617.2 (Delta),1927648669943.5752,139.57651253753912,13103,0.9670453218757022,25.454178090909092
Chur (GR),2021-08-14,B.1.617.2 (Delta),2047575317305.8647,148.2601193898384,12131,0.9684014709137508,21.81789901818182
Chur (GR),2021-08-15,B.1.617.2 (Delta),2238853248050.5615,162.11010508226397,11598,0.9722467117477988,0
