city,date,rna,flow,rna_v,variant,proportion,include
Chur (GR),2021-05-14,889240766833.0228,13165,v1,B.1.1.7 (Alpha),0.9989343689262774,TRUE
Chur (GR),2021-05-15,265475253188.1133,14011,v1,B.1.1.7 (Alpha),0.9994363822231278,TRUE
Chur (GR),2021-05-16,268781635654.1192,20605,v1,B.1.1.7 (Alpha),0.9993481603630427,TRUE
Chur (GR),2021-05-17,410765819224.49005,18405,v1,B.1.1.7 (Alpha),0.9988085951559402,TRUE
Chur (GR),2021-05-18,587369974416.2129,14821,v1,B.1.1.7 (Alpha),0.998337983880222,TRUE
Chur (GR),2021-05-19,989078853243.5745,14731,v1,B.1.1.7 (Alpha),0.9981867644337692,TRUE
Chur (GR),2021-05-20,422789988019.3132,11892,v1,B.1.1.7 (Alpha),0.9984354146749416,TRUE
Chur (GR),2021-05-21,644972237451.1426,13484,v1,B.1.1.7 (Alpha),0.9990212882422704,TRUE
Chur (GR),2021-05-22,970918105876.6553,24296,v1,B.1.1.7 (Alpha),0.9997224962791468,TRUE
Chur (GR),2021-05-23,337303504126.5064,20524,v1,B.1.1.7 (Alpha),0.9999997710322704,TRUE
Chur (GR),2021-05-24,241470711356.2774,16023,v1,B.1.1.7 (Alpha),0.9999999950299786,TRUE
Chur (GR),2021-05-25,953344088096.6974,28039,v1,B.1.1.7 (Alpha),0.9997077844070816,TRUE
Chur (GR),2021-05-26,368336916824.74866,14359,v1,B.1.1.7 (Alpha),0.9989146028350926,TRUE
Chur (GR),2021-05-27,381546437982.8364,13522,v1,NA,NA,FALSE
Chur (GR),2021-05-28,394755959140.92426,12685,v1,B.1.1.7 (Alpha),0.9976557498897634,TRUE
Chur (GR),2021-05-29,203002274224.99194,12193,v1,B.1.1.7 (Alpha),0.997649988666702,TRUE
Chur (GR),2021-05-30,236104213999.61975,11953,v1,B.1.1.7 (Alpha),0.9980044143314653,TRUE
Chur (GR),2021-05-31,269206153774.2476,11713,v1,B.1.1.7 (Alpha),0.9983323263829508,TRUE
Chur (GR),2021-06-01,107738583908.46814,12896,v1,B.1.1.7 (Alpha),0.9981017118213958,TRUE
Chur (GR),2021-06-02,51895668049.98248,12880,v1,B.1.1.7 (Alpha),0.9968495628120418,TRUE
Chur (GR),2021-06-03,69725251847.71584,13260,v1,B.1.1.7 (Alpha),0.9943381473571632,TRUE
Chur (GR),2021-06-04,13897326203.208557,12994,v1,B.1.1.7 (Alpha),0.9907380632972832,TRUE
Chur (GR),2021-06-05,70553258767.05548,16491,v1,B.1.1.7 (Alpha),0.9866976232738346,TRUE
Chur (GR),2021-06-06,262134505904.91333,15012,v1,B.1.1.7 (Alpha),0.9832092223296368,TRUE
Chur (GR),2021-06-07,37667379679.14439,35219,v1,B.1.1.7 (Alpha),0.9811680872299484,TRUE
Chur (GR),2021-06-08,159579295790.59073,19594,v1,B.1.1.7 (Alpha),0.9812961203888594,TRUE
Chur (GR),2021-06-09,87984703950.78485,21904,v1,B.1.1.7 (Alpha),0.9831919724824624,TRUE
Chur (GR),2021-06-10,267591759378.61636,17023,v1,B.1.1.7 (Alpha),0.9859618564748306,TRUE
Chur (GR),2021-06-11,397017189853.1046,13835,v1,B.1.1.7 (Alpha),0.9889245816215282,TRUE
Chur (GR),2021-06-12,333793905029.4093,12872,v1,B.1.1.7 (Alpha),0.9917259783499665,TRUE
Chur (GR),2021-06-13,247475640450.87582,11404,v1,B.1.1.7 (Alpha),0.9941929547985446,TRUE
Chur (GR),2021-06-14,184028175669.69788,12131,v1,B.1.1.7 (Alpha),0.9962205133381876,TRUE
Chur (GR),2021-06-15,156925479253.6497,13239,v1,B.1.1.7 (Alpha),0.9976353440535768,TRUE
Chur (GR),2021-06-16,13834224598.930483,12935,v1,B.1.1.7 (Alpha),0.998366463211387,TRUE
Chur (GR),2021-06-17,15716577540.106955,14695,v1,B.1.1.7 (Alpha),0.9983354626614478,TRUE
Chur (GR),2021-06-18,15652406417.1123,14635,v1,NA,NA,FALSE
Chur (GR),2021-06-19,15588235294.11765,14575,v1,NA,NA,FALSE
Chur (GR),2021-06-20,15524064171.122995,14515,v1,NA,NA,FALSE
Chur (GR),2021-06-21,15459893048.128344,14455,v1,NA,NA,FALSE
Chur (GR),2021-06-22,15395721925.13369,14395,v1,B.1.1.7 (Alpha),0.9978230304142344,TRUE
Chur (GR),2021-06-23,14963636363.636364,13991,v1,B.1.1.7 (Alpha),0.9976268321281384,TRUE
Chur (GR),2021-06-24,15720855614.973263,14699,v1,B.1.1.7 (Alpha),0.9957722477621688,TRUE
Chur (GR),2021-06-25,16478074866.310162,15407,v1,B.1.1.7 (Alpha),0.9916471953584912,TRUE
Chur (GR),2021-06-26,14200000000,13277,v1,B.1.1.7 (Alpha),0.984042289456412,TRUE
Chur (GR),2021-06-27,11921925133.68984,11147,v1,B.1.1.7 (Alpha),0.9695155197305346,TRUE
Chur (GR),2021-06-28,13243850267.37968,12383,v1,B.1.1.7 (Alpha),0.9365432013106032,TRUE
Chur (GR),2021-06-29,129949062570.23006,31764,v1,B.1.1.7 (Alpha),0.810700733976358,FALSE
Chur (GR),2021-06-30,159168452654.46655,20486,v1,B.1.617.2 (Delta),0.5207075185842523,FALSE
Chur (GR),2021-07-01,63022590992.36092,15508,v1,B.1.617.2 (Delta),0.8858601726980755,FALSE
Chur (GR),2021-07-02,50793098018.740135,11166,v1,B.1.617.2 (Delta),0.9369914104386128,TRUE
Chur (GR),2021-07-03,13810695187.165777,12913,v1,B.1.617.2 (Delta),0.951360547930632,TRUE
Chur (GR),2021-07-04,15260962566.844921,14269,v1,B.1.617.2 (Delta),0.9525446029712537,TRUE
Chur (GR),2021-07-05,283185800279.1364,12368,v1,B.1.617.2 (Delta),0.9459534283654032,TRUE
Chur (GR),2021-07-06,300179956028.861,13362,v1,B.1.617.2 (Delta),0.9346328419948144,TRUE
Chur (GR),2021-07-07,93977227663.8238,22282,v1,B.1.617.2 (Delta),0.9230922791898304,TRUE
Chur (GR),2021-07-08,104752941176.4706,97944,v1,B.1.617.2 (Delta),0.9183959771560336,TRUE
Chur (GR),2021-07-09,43718716577.54011,40877,v1,B.1.617.2 (Delta),0.925583149622764,TRUE
Chur (GR),2021-07-10,129760150566.97878,12556,v1,B.1.617.2 (Delta),0.940850653229746,TRUE
Chur (GR),2021-07-11,498985685343.0237,32714,v1,B.1.617.2 (Delta),0.9562293712012724,TRUE
Chur (GR),2021-07-12,88821648977.24474,13725,v1,B.1.617.2 (Delta),0.9675821443761224,TRUE
Chur (GR),2021-07-13,491878832050.7229,30404,v1,B.1.617.2 (Delta),0.974620052590842,TRUE
Chur (GR),2021-07-14,588607764377.7089,16280,v1,B.1.617.2 (Delta),0.9783665805546596,TRUE
Chur (GR),2021-07-15,648669688886.4043,22172.5,v1,B.1.617.2 (Delta),0.9799008196928398,TRUE
Chur (GR),2021-07-16,708731613395.0996,28065,v1,B.1.617.2 (Delta),0.980100812713395,TRUE
Chur (GR),2021-07-17,173346639148.47275,17932,v1,B.1.617.2 (Delta),0.97969000016688,TRUE
Chur (GR),2021-07-18,468038097236.6509,25395,v1,B.1.617.2 (Delta),0.9795520747549614,TRUE
Chur (GR),2021-07-19,397726606378.14,14764,v1,B.1.617.2 (Delta),0.9800419733483204,TRUE
Chur (GR),2021-07-20,675664290542.9889,12148,v1,B.1.617.2 (Delta),0.9805352706738532,TRUE
Chur (GR),2021-07-21,360588329668.415,12815,v1,B.1.617.2 (Delta),0.9804254885119766,TRUE
Chur (GR),2021-07-22,916165345430.3093,12421.5,v1,B.1.617.2 (Delta),0.9796103475436836,TRUE
Chur (GR),2021-07-23,1471742361192.2036,12028,v1,B.1.617.2 (Delta),0.9781938417144364,TRUE
Chur (GR),2021-07-24,1539385477575.7913,15787,v1,B.1.617.2 (Delta),0.976256350861459,TRUE
Chur (GR),2021-07-25,1607028593959.379,19546,v1,B.1.617.2 (Delta),0.9738678468804394,TRUE
Chur (GR),2021-07-26,2667693089856.857,27495,v1,B.1.617.2 (Delta),0.971144288273986,TRUE
Chur (GR),2021-07-27,753182061588.8385,14726,v1,B.1.617.2 (Delta),0.968472289806832,TRUE
Chur (GR),2021-07-28,780190089454.6802,14914,v1,B.1.617.2 (Delta),0.96676752266043,TRUE
Chur (GR),2021-07-29,807198117320.5219,15102,v1,B.1.617.2 (Delta),0.966998899111769,TRUE
Chur (GR),2021-07-30,594249969210.4742,23470,v1,B.1.617.2 (Delta),0.9689599940509748,TRUE
Chur (GR),2021-07-31,1103189272518.3628,33277,v1,B.1.617.2 (Delta),0.9713195990079672,TRUE
Chur (GR),2021-08-01,911183016302.2462,25138,v1,B.1.617.2 (Delta),0.9729559684569392,TRUE
Chur (GR),2021-08-02,719176760086.1296,16999,v1,B.1.617.2 (Delta),0.973453630150598,TRUE
Chur (GR),2021-08-03,540036701308.769,17984,v1,B.1.617.2 (Delta),0.9729738800646672,TRUE
Chur (GR),2021-08-04,579212525928.6346,20557.5,v1,B.1.617.2 (Delta),0.972042302199416,TRUE
Chur (GR),2021-08-05,618388350548.5002,23131,v1,B.1.617.2 (Delta),0.9714113292491454,TRUE
Chur (GR),2021-08-06,1052762967590.7546,15093,v1,B.1.617.2 (Delta),0.9717462794982424,TRUE
Chur (GR),2021-08-07,2805385429281.7866,38313,v1,B.1.617.2 (Delta),0.9729784981858376,TRUE
Chur (GR),2021-08-08,2546308842611.5684,39090,v1,B.1.617.2 (Delta),0.9742841915229156,TRUE
Chur (GR),2021-08-09,900647656170.894,16470,v1,B.1.617.2 (Delta),0.9747145810241142,TRUE
Chur (GR),2021-08-10,586301619988.6871,14417,v1,B.1.617.2 (Delta),0.9736501927712724,TRUE
Chur (GR),2021-08-11,933553479249.2405,12950,v1,B.1.617.2 (Delta),0.971181461004119,TRUE
Chur (GR),2021-08-12,1147593938512.845,13529,v1,B.1.617.2 (Delta),0.968389031541286,TRUE
Chur (GR),2021-08-13,1927648669943.5752,13103,v1,B.1.617.2 (Delta),0.9670453218757022,TRUE
Chur (GR),2021-08-14,2047575317305.8647,12131,v1,B.1.617.2 (Delta),0.9684014709137508,TRUE
Chur (GR),2021-08-15,2238853248050.5615,11598,v1,B.1.617.2 (Delta),0.9722467117477988,TRUE
Chur (GR),2021-08-16,2360387841113.673,14504.5,v1,B.1.617.2 (Delta),0.9772245085405936,TRUE
Chur (GR),2021-08-17,2481922434176.7837,17411,v1,B.1.617.2 (Delta),0.981998851855428,TRUE
Chur (GR),2021-08-18,2185021530241.5457,15420,v1,B.1.617.2 (Delta),0.9859441753678698,TRUE
Chur (GR),2021-08-19,2076570704598.8162,13764,v1,B.1.617.2 (Delta),0.989001141289668,TRUE
Chur (GR),2021-08-20,1802009890623.9722,12973,v1,B.1.617.2 (Delta),0.9913138646133736,TRUE
Chur (GR),2021-08-21,1527449076649.1284,12182,v1,B.1.617.2 (Delta),0.9929550214927104,TRUE
Chur (GR),2021-08-22,2869438233744.227,13839,v1,B.1.617.2 (Delta),0.993920194985865,TRUE
Chur (GR),2021-08-23,2072360317003.878,14728,v1,B.1.617.2 (Delta),0.9942395187439664,TRUE
Chur (GR),2021-08-24,1190029590126.1055,13204,v1,B.1.617.2 (Delta),0.9940988059145413,TRUE
Chur (GR),2021-08-25,1352283237175.944,12913,v1,B.1.617.2 (Delta),0.9937894735576228,TRUE
Chur (GR),2021-08-26,2028839331657.2192,12548,v1,B.1.617.2 (Delta),0.9935391550378244,TRUE
Chur (GR),2021-08-27,2727326723036.1655,14140,v1,B.1.617.2 (Delta),0.9933871823242788,TRUE
Chur (GR),2021-08-28,2080088149780.8357,11948,v1,B.1.617.2 (Delta),0.9932351147211872,TRUE
Chur (GR),2021-08-29,2364984350413.431,17858,v1,B.1.617.2 (Delta),0.9929957663621488,TRUE
Chur (GR),2021-08-30,2417226243917.3745,15963,v1,B.1.617.2 (Delta),0.9926305794486496,TRUE
Chur (GR),2021-08-31,2459730216432.458,13586,v1,B.1.617.2 (Delta),0.9920877055916378,TRUE
Chur (GR),2021-09-01,2403966398368.736,13511.333333333334,v1,NA,NA,FALSE
Chur (GR),2021-09-02,2348202580305.013,13436.666666666666,v1,NA,NA,FALSE
Chur (GR),2021-09-03,2292438762241.291,13362,v1,B.1.617.2 (Delta),0.9845829032260324,TRUE
Chur (GR),2021-09-04,1284200181836.7139,10606,v1,B.1.617.2 (Delta),0.9853913036186122,TRUE
Chur (GR),2021-09-05,1816418578334.7112,10425,v1,B.1.617.2 (Delta),0.985707590212837,TRUE
Chur (GR),2021-09-06,1887335336032.8777,10835.5,v1,B.1.617.2 (Delta),0.98575909073614,TRUE
Chur (GR),2021-09-07,1958252093731.0442,11246,v1,B.1.617.2 (Delta),0.9857241674906436,TRUE
Chur (GR),2021-09-08,1525163781155.7515,12611,v1,B.1.617.2 (Delta),0.985710501146682,TRUE
Chur (GR),2021-09-09,1459629224018.5623,13075,v1,B.1.617.2 (Delta),0.985812309630247,TRUE
Chur (GR),2021-09-10,1251639652946.5845,11894,v1,B.1.617.2 (Delta),0.9861178933714756,TRUE
Chur (GR),2021-09-11,808086613422.2703,11110,v1,B.1.617.2 (Delta),0.9865825712651088,TRUE
Chur (GR),2021-09-12,1666662064766.8826,10624,v1,B.1.617.2 (Delta),0.9869982575983418,TRUE
Chur (GR),2021-09-13,1354676390410.8235,11575.333333333334,v1,B.1.617.2 (Delta),0.9871571508982352,TRUE
Chur (GR),2021-09-14,1042690716054.7645,12526.666666666666,v1,B.1.617.2 (Delta),0.9869634607612798,TRUE
Chur (GR),2021-09-15,730705041698.7054,13478,v1,B.1.617.2 (Delta),0.9864308561485948,TRUE
Chur (GR),2021-09-16,983872211154.4186,21977,v1,B.1.617.2 (Delta),0.985674275014454,TRUE
Chur (GR),2021-09-17,1204595695407.2856,14148,v1,B.1.617.2 (Delta),0.9849179459964224,TRUE
Chur (GR),2021-09-18,1111047946703.6567,26232.5,v1,B.1.617.2 (Delta),0.9844056327567612,TRUE
Chur (GR),2021-09-19,1017500198000.0276,38317,v1,B.1.617.2 (Delta),0.9842252398150404,TRUE
Chur (GR),2021-09-20,960034166799.3436,25660.5,v1,B.1.617.2 (Delta),0.9843061703258282,TRUE
Chur (GR),2021-09-21,902568135598.6597,13004,v1,B.1.617.2 (Delta),0.984581968504249,TRUE
Chur (GR),2021-09-22,731389525298.3562,12152.666666666666,v1,B.1.617.2 (Delta),0.9850723829309804,TRUE
Chur (GR),2021-09-23,560210914998.0526,11301.333333333334,v1,B.1.617.2 (Delta),0.98579155849586,TRUE
Chur (GR),2021-09-24,389032304697.749,10450,v1,B.1.617.2 (Delta),0.9865982051344092,TRUE
Chur (GR),2021-09-25,474570158443.26605,17089,v1,B.1.617.2 (Delta),0.987246608292584,TRUE
Chur (GR),2021-09-26,560108012188.7831,23728,v1,B.1.617.2 (Delta),0.987623712284225,TRUE
Chur (GR),2021-09-27,818322132041.0222,15926,v1,B.1.617.2 (Delta),0.9878349779765074,TRUE
Chur (GR),2021-09-28,600914623160.1818,13218,v1,B.1.617.2 (Delta),0.9880549792506867,TRUE
Chur (GR),2021-09-29,1311851133627.538,30544,v1,B.1.617.2 (Delta),0.9883356612656432,TRUE
Chur (GR),2021-09-30,386458197159.59906,13037,v1,B.1.617.2 (Delta),0.9885338030782462,TRUE
Chur (GR),2021-10-01,1033436983495.8091,12716,v1,B.1.617.2 (Delta),0.988440134225038,TRUE
Chur (GR),2021-10-02,516127974929.8607,11096,v1,B.1.617.2 (Delta),0.9879561987312632,TRUE
Chur (GR),2021-10-03,600932747507.3063,10703,v1,B.1.617.2 (Delta),0.9871485702360874,TRUE
Chur (GR),2021-10-04,272866907281.34903,12263,v1,B.1.617.2 (Delta),0.9862477141341448,TRUE
Chur (GR),2021-10-05,214779302831.57144,14626,v1,B.1.617.2 (Delta),0.9856236888811866,TRUE
Chur (GR),2021-10-06,411246545613.5021,29617,v1,B.1.617.2 (Delta),0.985518694447484,TRUE
Chur (GR),2021-10-07,564419187646.6221,13305,v1,B.1.617.2 (Delta),0.9858692748012332,TRUE
Chur (GR),2021-10-08,550422826910.7427,12455,v1,B.1.617.2 (Delta),0.9864513571987592,TRUE
Chur (GR),2021-10-09,358632287643.8238,9878,v1,B.1.617.2 (Delta),0.9870605943953956,TRUE
Chur (GR),2021-10-10,565377758297.3026,10443,v1,B.1.617.2 (Delta),0.9876162637039412,TRUE
Chur (GR),2021-10-11,493773439809.9115,11088,v1,B.1.617.2 (Delta),0.9881232325448176,TRUE
Chur (GR),2021-10-12,698554642537.5785,12797,v1,B.1.617.2 (Delta),0.9886139861015648,TRUE
Chur (GR),2021-10-13,903335845265.2455,14506,v1,B.1.617.2 (Delta),0.9891712055525136,TRUE
Chur (GR),2021-10-14,524038442585.281,11487,v1,B.1.617.2 (Delta),0.9898426679134604,TRUE
Chur (GR),2021-10-15,500925379379.08203,12184,v1,B.1.617.2 (Delta),0.9905070915055776,TRUE
Chur (GR),2021-10-16,168142520998.03378,10886,v1,B.1.617.2 (Delta),0.9909236773914502,TRUE
Chur (GR),2021-10-17,264334910813.58502,10379,v1,B.1.617.2 (Delta),0.990926748304326,TRUE
Chur (GR),2021-10-18,475519400675.45184,11006,v1,B.1.617.2 (Delta),0.990528946080262,TRUE
Chur (GR),2021-10-19,410065860156.1548,10791,v1,B.1.617.2 (Delta),0.9898184974929836,TRUE
Chur (GR),2021-10-20,420684300513.733,11253,v1,B.1.617.2 (Delta),0.988904324446601,TRUE
Chur (GR),2021-10-21,565570673384.06,11263,v1,B.1.617.2 (Delta),0.9879557892748628,TRUE
Chur (GR),2021-10-22,474045483533.2357,11410,v1,B.1.617.2 (Delta),0.9871842852142644,TRUE
Chur (GR),2021-10-23,239045770736.60226,9680,v1,B.1.617.2 (Delta),0.986712763373681,TRUE
Chur (GR),2021-10-24,478336997918.7346,10010,v1,B.1.617.2 (Delta),0.9864828763681892,TRUE
Chur (GR),2021-10-25,818882307515.7561,11510,v1,B.1.617.2 (Delta),0.9862549377628368,TRUE
Chur (GR),2021-10-26,704616827264.4495,12540,v1,B.1.617.2 (Delta),0.9857429609794246,TRUE
Chur (GR),2021-10-27,2162690493324.9932,11554,v1,B.1.617.2 (Delta),0.9848889446634032,TRUE
Chur (GR),2021-10-28,1754306501210.6233,11565,v1,B.1.617.2 (Delta),0.9839605747479336,TRUE
Chur (GR),2021-10-29,1904901942131.2153,11119,v1,B.1.617.2 (Delta),0.9833498382476582,TRUE
Chur (GR),2021-10-30,1554861798726.4253,10292,v1,B.1.617.2 (Delta),0.9833355421691902,TRUE
Chur (GR),2021-10-31,1405144757041.1992,9686,v1,B.1.617.2 (Delta),0.9839440350833322,TRUE
Chur (GR),2021-11-01,6033614498547.013,56235,v1,B.1.617.2 (Delta),0.9850161480216322,TRUE
Chur (GR),2021-11-02,1778885357609.7861,14875,v1,B.1.617.2 (Delta),0.9863318956954766,TRUE
Chur (GR),2021-11-03,5202237815616.693,50561,v1,B.1.617.2 (Delta),0.9876709583460688,TRUE
Chur (GR),2021-11-04,3075892435774.9688,27174,v1,B.1.617.2 (Delta),0.9888449006847276,TRUE
Chur (GR),2021-11-05,2801980798589.3447,12350,v1,B.1.617.2 (Delta),0.9896999356506802,TRUE
Chur (GR),2021-11-06,3238568644616.365,11639,v1,B.1.617.2 (Delta),0.9901333196225104,TRUE
Chur (GR),2021-11-07,3082664326165.03,10797,v1,B.1.617.2 (Delta),0.990131864665954,TRUE
Chur (GR),2021-11-08,4128830144840.388,11652,v1,B.1.617.2 (Delta),0.9897589934906584,TRUE
Chur (GR),2021-11-09,392005860005.8557,10467,v1,B.1.617.2 (Delta),0.98917452200763,TRUE
Chur (GR),2021-11-10,4341646194351.992,11813,v1,B.1.617.2 (Delta),0.9886188826699576,TRUE
Chur (GR),2021-11-11,3622714896662.397,12174,v1,B.1.617.2 (Delta),0.9883123113989156,TRUE
Chur (GR),2021-11-12,5255183999488.839,10963,v1,B.1.617.2 (Delta),0.9883373814127226,TRUE
Chur (GR),2021-11-13,5371424593813.221,39649,v1,B.1.617.2 (Delta),0.9885851286247004,TRUE
Chur (GR),2021-11-14,2788527828175.5684,34929,v1,B.1.617.2 (Delta),0.9888485961990252,TRUE
Chur (GR),2021-11-15,4337833235933.198,14062,v1,B.1.617.2 (Delta),0.9890102421504268,TRUE
Chur (GR),2021-11-16,3632541414768.3354,12538,v1,B.1.617.2 (Delta),0.9891367109764224,TRUE
Chur (GR),2021-11-17,3126867157461.233,10547,v1,B.1.617.2 (Delta),0.9893864983652432,TRUE
Chur (GR),2021-11-18,5530884077125.142,11313,v1,B.1.617.2 (Delta),0.989846641342028,TRUE
Chur (GR),2021-11-19,5471373435191.313,11614,v1,B.1.617.2 (Delta),0.9904472789715466,TRUE
Chur (GR),2021-11-20,5249236967060.148,11068,v1,B.1.617.2 (Delta),0.991753368569405,TRUE
Chur (GR),2021-11-21,4133109013377.4893,10104,v1,B.1.617.2 (Delta),0.9920712881429716,TRUE
Chur (GR),2021-11-22,4511641796776.635,12326,v1,B.1.617.2 (Delta),0.9919994785451508,TRUE
Chur (GR),2021-11-23,4843056963831.551,10262,v1,B.1.617.2 (Delta),0.9914958849914596,TRUE
Chur (GR),2021-11-24,7008557180685.98,10755,v1,B.1.617.2 (Delta),0.9905483627991596,TRUE
Chur (GR),2021-11-25,8241217556434.134,9897,v1,B.1.617.2 (Delta),0.9893176432056155,TRUE
Chur (GR),2021-11-26,12020941826017.094,11746,v1,B.1.617.2 (Delta),0.9882548062624336,TRUE
Chur (GR),2021-11-27,7784716983104.068,10238,v1,B.1.617.2 (Delta),0.987933495009863,TRUE
Chur (GR),2021-11-28,7168894728156.476,11751,v1,B.1.617.2 (Delta),0.9886209309910874,TRUE
Chur (GR),2021-11-29,6932069987157.154,13621,v1,B.1.617.2 (Delta),0.9900718382935813,TRUE
Chur (GR),2021-11-30,7501270225400.832,12957,v1,B.1.617.2 (Delta),0.9917355353325203,TRUE
Genève (GE),2021-08-01,2968744091543.209,260738,v1,B.1.617.2 (Delta),0.988173048661764,TRUE
Genève (GE),2021-08-02,2387982906621.491,134829,v1,B.1.617.2 (Delta),0.988997088267604,TRUE
Genève (GE),2021-08-03,3713807614555.3916,175814,v1,B.1.617.2 (Delta),0.9890168257132664,TRUE
Genève (GE),2021-08-04,4255800049195.2983,278681,v1,B.1.617.2 (Delta),0.9883387036004044,TRUE
Genève (GE),2021-08-05,3004943939183.0405,156341,v1,B.1.617.2 (Delta),0.987175240242894,TRUE
Genève (GE),2021-08-06,4076282173343.5957,151148,v1,B.1.617.2 (Delta),0.985903784613574,TRUE
Genève (GE),2021-08-07,2973141273635.2896,331838,v1,B.1.617.2 (Delta),0.9850442014923264,TRUE
Genève (GE),2021-08-08,3749652820036.4507,161751,v1,B.1.617.2 (Delta),0.9850168102033432,TRUE
Genève (GE),2021-08-09,3264715719217.5674,161076,v1,B.1.617.2 (Delta),0.9858265179100436,TRUE
Genève (GE),2021-08-10,2614966053291.3584,154506,v1,B.1.617.2 (Delta),0.9870580490634816,TRUE
Genève (GE),2021-08-11,2806176507823.259,145693,v1,B.1.617.2 (Delta),0.9882032160129308,TRUE
Genève (GE),2021-08-12,3035250322480.221,159750,v1,B.1.617.2 (Delta),0.9889753807364215,TRUE
Genève (GE),2021-08-13,2563769660650.606,134234,v1,B.1.617.2 (Delta),0.9894284726085152,TRUE
Genève (GE),2021-08-14,2840472785090.57,125436,v1,B.1.617.2 (Delta),0.9898466512690488,TRUE
Genève (GE),2021-08-15,2963093150137.134,125416,v1,B.1.617.2 (Delta),0.9904899091811566,TRUE
Genève (GE),2021-08-16,3116127063453.5615,136111,v1,B.1.617.2 (Delta),0.9914215461526076,TRUE
Genève (GE),2021-08-17,2073964458578.1492,131764,v1,B.1.617.2 (Delta),0.9925157414421704,TRUE
Genève (GE),2021-08-18,2194078652330.8926,124440,v1,B.1.617.2 (Delta),0.9935627625556694,TRUE
Genève (GE),2021-08-19,1774601537207.8452,130568,v1,B.1.617.2 (Delta),0.9943422734725492,TRUE
Genève (GE),2021-08-20,2293086240202.923,127518,v1,B.1.617.2 (Delta),0.9946664569914284,TRUE
Genève (GE),2021-08-21,1977492530016.8372,116274,v1,B.1.617.2 (Delta),0.994445293941094,TRUE
Genève (GE),2021-08-22,1519555166354.0098,114696,v1,B.1.617.2 (Delta),0.9937330225885924,TRUE
Genève (GE),2021-08-23,1839686604764.8325,108588,v1,B.1.617.2 (Delta),0.992722552007232,TRUE
Genève (GE),2021-08-24,1024373950462.3441,123337,v1,B.1.617.2 (Delta),0.9916876783058196,TRUE
Genève (GE),2021-08-25,1315709077005.498,115991,v1,B.1.617.2 (Delta),0.9909396938771532,TRUE
Genève (GE),2021-08-26,1670105707315.7505,123579,v1,B.1.617.2 (Delta),0.9908052939922648,TRUE
Genève (GE),2021-08-27,1459106185185.295,117924,v1,B.1.617.2 (Delta),0.9914732279874768,TRUE
Genève (GE),2021-08-28,1244734558844.5752,117175.5,v1,B.1.617.2 (Delta),0.9927646610626808,TRUE
Genève (GE),2021-08-29,1030362932503.8552,116427,v1,B.1.617.2 (Delta),0.9941832335989694,TRUE
Genève (GE),2021-08-30,1144915831998.3171,117580,v1,B.1.617.2 (Delta),0.9952734244613822,TRUE
Genève (GE),2021-08-31,866661961187.328,116958,v1,B.1.617.2 (Delta),0.9958318756443384,TRUE
Genève (GE),2021-09-01,708521120245.7051,117708,v1,B.1.617.2 (Delta),0.9899975951785676,TRUE
Genève (GE),2021-09-02,541650840026.54974,116409,v1,B.1.617.2 (Delta),0.9902805886690124,TRUE
Genève (GE),2021-09-03,1014537369057.5857,108114,v1,B.1.617.2 (Delta),0.9902442511838097,TRUE
Genève (GE),2021-09-04,563772578055.3928,105278,v1,B.1.617.2 (Delta),0.9899268157939956,TRUE
Genève (GE),2021-09-05,547212930760.02,109047,v1,B.1.617.2 (Delta),0.9894041460811712,TRUE
Genève (GE),2021-09-06,524146295222.87494,108784.42857142857,v1,B.1.617.2 (Delta),0.9887373530805502,TRUE
Genève (GE),2021-09-07,501079659685.72986,108521.85714285714,v1,B.1.617.2 (Delta),0.987958374802592,TRUE
Genève (GE),2021-09-08,478013024148.58484,108259.28571428571,v1,B.1.617.2 (Delta),0.98712788532676,TRUE
Genève (GE),2021-09-09,454946388611.43976,107996.71428571429,v1,B.1.617.2 (Delta),0.9864293936774772,TRUE
Genève (GE),2021-09-10,431879753074.2947,107734.14285714286,v1,B.1.617.2 (Delta),0.9861096738682676,TRUE
Genève (GE),2021-09-11,408813117537.1496,107471.57142857143,v1,B.1.617.2 (Delta),0.9862857564438992,TRUE
Genève (GE),2021-09-12,385746482000.0045,107209,v1,B.1.617.2 (Delta),0.9868498715403042,TRUE
Genève (GE),2021-09-13,503061737334.92017,118791,v1,B.1.617.2 (Delta),0.9875897419879712,TRUE
Genève (GE),2021-09-14,477698262959.2462,116277,v1,B.1.617.2 (Delta),0.9883219509085764,TRUE
Genève (GE),2021-09-15,428698662790.6049,116169,v1,B.1.617.2 (Delta),0.9889662832221444,TRUE
Genève (GE),2021-09-16,379699062621.9636,116061,v1,B.1.617.2 (Delta),0.9895647939021268,TRUE
Genève (GE),2021-09-17,330699462453.3223,115953,v1,B.1.617.2 (Delta),0.9901963731924732,TRUE
Genève (GE),2021-09-18,491099093968.79254,246558,v1,B.1.617.2 (Delta),0.990889075878031,TRUE
Genève (GE),2021-09-19,570174250198.7134,156748,v1,B.1.617.2 (Delta),0.9915937966807564,TRUE
Genève (GE),2021-09-20,667761537241.6259,120661,v1,B.1.617.2 (Delta),0.99218957502502525,TRUE
Genève (GE),2021-09-21,509779034361.4894,120727,v1,B.1.617.2 (Delta),0.9925196319578166,TRUE
Genève (GE),2021-09-22,469585640550.71826,114122,v1,B.1.617.2 (Delta),0.992423791746057,TRUE
